Symbol,Category_cl
DUSP28,Protein Coding
DUSP29,Protein Coding
DUT,Protein Coding
DUT-AS1,lncRNA
DUTP1,Pseudogene
DUTP2,Pseudogene
DUTP3,Pseudogene
DUTP4,Pseudogene
DUTP5,Pseudogene
DUTP6,Pseudogene
DUTP7,Pseudogene
DUTP8,Pseudogene
DUX1,Protein Coding
DUX3,Protein Coding
DUX4,Protein Coding
DUX4L1,Pseudogene
DUX4L2,Pseudogene
DUX4L3,Pseudogene
DUX4L4,Pseudogene
DUX4L5,Pseudogene
DUX4L6,TF
DUX4L7,Pseudogene
DUX4L8,Pseudogene
DUX4L9,Pseudogene
DUX4L10,Pseudogene
DUX4L11,Pseudogene
DUX4L12,Pseudogene
DUX4L13,Pseudogene
DUX4L14,Pseudogene
DUX4L15,Pseudogene
DUX4L16,Pseudogene
DUX4L17,Pseudogene
DUX4L18,Pseudogene
DUX4L19,Pseudogene
DUX4L20,Pseudogene
DUX4L21,Pseudogene
DUX4L22,Pseudogene
DUX4L23,Pseudogene
DUX4L24,Pseudogene
DUX4L25,Pseudogene
DUX4L26,Pseudogene
DUX4L27,Pseudogene
DUX4L28,Pseudogene
DUX4L29,Pseudogene
DUX4L31,Pseudogene
DUX4L32,Pseudogene
DUX4L33,Pseudogene
DUX4L34,Pseudogene
DUX4L35,Pseudogene
DUX4L36,Pseudogene
DUX4L37,Pseudogene
DUX4L38,Pseudogene
DUX4L39,Pseudogene
DUX4L40,Pseudogene
DUX4L41,Pseudogene
DUX4L42,Pseudogene
DUX4L43,Pseudogene
DUX4L44,Pseudogene
DUX4L45,Pseudogene
DUX4L46,Pseudogene
DUX4L47,Pseudogene
DUX4L48,Pseudogene
DUX4L49,Pseudogene
DUX4L50,Pseudogene
DUX4L51,Pseudogene
DUX4L52,Pseudogene
DUX5,Protein Coding
DUXA,TF
DUXAP1,Pseudogene
DUXAP2,Pseudogene
DUXAP3,Pseudogene
DUXAP4,Pseudogene
DUXAP5,Pseudogene
DUXAP6,Pseudogene
DUXAP7,Pseudogene
DUXAP8,Pseudogene
DUXAP9,Pseudogene
DUXAP10,Pseudogene
DUXAP11,Pseudogene
DUXAP12,Pseudogene
DUXB,Protein Coding
DVL1,TF
DVL1P1,Pseudogene
DVL2,TF
DVL3,TF
DXO,Protein Coding
DYDC1,Protein Coding
DYDC2,Protein Coding
DYM,Protein Coding
DYM-AS1,lncRNA
DYNAP,Protein Coding
DYNC1H1,Protein Coding
DYNC1I1,Protein Coding
DYNC1I2,Protein Coding
DYNC1I2P1,Pseudogene
DYNC1LI1,Protein Coding
DYNC1LI2,Protein Coding
DYNC1LI2-DT,lncRNA
DYNC2H1,Protein Coding
DYNC2I1,Protein Coding
DYNC2I2,Protein Coding
DYNC2LI1,Protein Coding
DYNLL1,TF
DYNLL1P1,Pseudogene
DYNLL1P2,Pseudogene
DYNLL1P3,Pseudogene
DYNLL1P4,Pseudogene
DYNLL1P5,Pseudogene
DYNLL1P6,Pseudogene
DYNLL1P7,Pseudogene
DYNLL2,Protein Coding
DYNLL2-DT,lncRNA
DYNLRB1,Protein Coding
DYNLRB2,Protein Coding
DYNLRB2-AS1,lncRNA
DYNLT1,Protein Coding
DYNLT2,Protein Coding
DYNLT2B,Protein Coding
DYNLT3,Protein Coding
DYNLT3P1,Pseudogene
DYNLT3P2,Pseudogene
DYNLT4,Protein Coding
DYNLT5,Protein Coding
DYRK1A,Protein Coding
DYRK1B,TF
DYRK2,Protein Coding
DYRK3,Protein Coding
DYRK3-AS1,lncRNA
DYRK4,Protein Coding
DYSF,Protein Coding
DYTN,Protein Coding
DZANK1,Protein Coding
DZIP1,TF
DZIP1L,TF
DZIP3,Protein Coding
E2F1,TF
E2F2,TF
E2F3,TF
E2F3-IT1,lncRNA
E2F3P1,Pseudogene
E2F3P2,Pseudogene
E2F4,TF
E2F4P1,Pseudogene
E2F5,TF
E2F5-DT,lncRNA
E2F6,TF
E2F6P1,Pseudogene
E2F6P2,Pseudogene
E2F6P3,Pseudogene
E2F6P4,Pseudogene
E2F7,TF
E2F8,TF
E4F1,TF
EAF1,TF
EAF1-AS1,lncRNA
EAF2,TF
EAPP,Protein Coding
EARS2,Protein Coding
EBAG9,Protein Coding
EBAG9P1,Pseudogene
EBF1,TF
EBF2,TF
EBF3,TF
EBF3-AS1,lncRNA
EBF4,TF
EBI3,Protein Coding
EBLN1,Protein Coding
EBLN2,Protein Coding
EBLN3P,Pseudogene
EBNA1BP2,Protein Coding
EBP,Protein Coding
EBPL,Protein Coding
EBVM1,other
EBVS1,other
ECD,TF
ECE1,Protein Coding
ECE1-AS1,lncRNA
ECE2,Protein Coding
ECEL1,Protein Coding
ECEL1P1,Pseudogene
ECEL1P2,Pseudogene
ECEL1P3,Pseudogene
ECH1,Protein Coding
ECHDC1,Protein Coding
ECHDC2,Protein Coding
ECHDC3,Protein Coding
ECHS1,Protein Coding
ECI1,Protein Coding
ECI1-AS1,lncRNA
ECI2,Protein Coding
ECI2-DT,lncRNA
ECM1,Protein Coding
ECM1P1,Pseudogene
ECM1P2,Pseudogene
ECM2,Protein Coding
ECMXP,Pseudogene
ECPAS,Protein Coding
ECRG4,Protein Coding
ECSCR,Protein Coding
ECSIT,Protein Coding
ECT2,Protein Coding
ECT2L,Protein Coding
EDA,Protein Coding
EDA2R,Protein Coding
EDAR,Protein Coding
EDARADD,Protein Coding
EDC3,Protein Coding
EDC4,Protein Coding
EDDM3A,Protein Coding
EDDM3B,Protein Coding
EDDM3CP,Pseudogene
EDDM3DP,Pseudogene
EDDM13,Protein Coding
EDEM1,Protein Coding
EDEM2,Protein Coding
EDEM3,Protein Coding
EDF1,TF
EDIL3,Protein Coding
EDIL3-DT,lncRNA
EDN1,Protein Coding
EDN2,Protein Coding
EDN3,Protein Coding
EDNRA,Protein Coding
EDNRB,Protein Coding
EDNRB-AS1,lncRNA
EDRF1,Protein Coding
EDRF1-AS1,lncRNA
EDRF1-DT,lncRNA
EEA1,TF
EED,TF
EEDP1,Pseudogene
EEF1A1,TF
EEF1A1-AS1,lncRNA
EEF1A1P1,Pseudogene
EEF1A1P2,Pseudogene
EEF1A1P3,Pseudogene
EEF1A1P4,Pseudogene
EEF1A1P5,Pseudogene
EEF1A1P6,Pseudogene
EEF1A1P7,Pseudogene
EEF1A1P8,Pseudogene
EEF1A1P9,Pseudogene
EEF1A1P10,Pseudogene
EEF1A1P11,Pseudogene
EEF1A1P12,Pseudogene
EEF1A1P13,Pseudogene
EEF1A1P14,Pseudogene
EEF1A1P15,Pseudogene
EEF1A1P16,Pseudogene
EEF1A1P17,Pseudogene
EEF1A1P18,Pseudogene
EEF1A1P19,Pseudogene
EEF1A1P20,Pseudogene
EEF1A1P21,Pseudogene
EEF1A1P22,Pseudogene
EEF1A1P23,Pseudogene
EEF1A1P24,Pseudogene
EEF1A1P25,Pseudogene
EEF1A1P26,Pseudogene
EEF1A1P27,Pseudogene
EEF1A1P28,Pseudogene
EEF1A1P29,Pseudogene
EEF1A1P30,Pseudogene
EEF1A1P31,Pseudogene
EEF1A1P32,Pseudogene
EEF1A1P33,Pseudogene
EEF1A1P34,Pseudogene
EEF1A1P35,Pseudogene
EEF1A1P36,Pseudogene
EEF1A1P37,Pseudogene
EEF1A1P38,Pseudogene
EEF1A1P39,Pseudogene
EEF1A1P40,Pseudogene
EEF1A1P41,Pseudogene
EEF1A1P42,Pseudogene
EEF1A1P43,Pseudogene
EEF1A1P44,Pseudogene
EEF1A1P45,Pseudogene
EEF1A1P46,Pseudogene
EEF1A1P47,Pseudogene
EEF1A1P48,Pseudogene
EEF1A1P49,Pseudogene
EEF1A1P50,Pseudogene
EEF1A2,Protein Coding
EEF1AKMT1,Protein Coding
EEF1AKMT2,Protein Coding
EEF1AKMT3,Protein Coding
EEF1AKMT4,Protein Coding
EEF1AKMT4-ECE2,other
EEF1B2,Protein Coding
EEF1B2P1,Pseudogene
EEF1B2P2,Pseudogene
EEF1B2P3,Pseudogene
